id,loss
1133,980.0212
1137,1887.4952
1140,1909.717
1143,7477.365
1149,5092.7637
1150,879.7886
1153,767.4498
1157,662.3277
1180,663.9014
1183,774.7118
1188,1648.7018
1193,1090.9341
1200,770.42444
1209,3733.8706
1214,1990.6029
1219,2010.3916
1223,6276.0454
1227,827.70917
1228,1471.8337
1229,4447.977
1233,970.95276
1238,5833.1655
1239,1776.2026
1241,3469.4607
1243,1892.5267
1244,1243.5776
1245,3608.9482
1277,3964.7205
1279,3265.7563
1292,10960.576
1293,1338.0146
1299,10016.494
1304,2787.9827
1313,3495.1748
1328,2417.8237
1330,1042.7511
1334,1573.8226
1335,1243.2906
1336,5560.5283
1341,1014.3756
1344,1104.4666
1351,937.8793
1352,2521.9712
1354,1615.1139
1368,4149.404
1373,1351.211
1375,714.7466
1381,1604.676
1384,3777.7869
1385,4251.918
1388,5860.6055
1401,5368.125
1402,2373.0156
1404,1378.0393
1406,1425.6892
1409,1100.9111
1422,1337.8469
1429,3314.7717
1433,5560.8096
1438,993.82416
1444,1213.3131
1446,1117.0482
1450,1118.0657
1451,804.64026
1454,1768.6892
1458,2254.5508
1461,2776.5266
1464,5857.99
1465,1008.3892
1478,1942.0999
1479,1677.8743
1480,2715.4087
1484,2270.8362
1486,964.1665
1488,861.5825
1489,3413.9844
1491,1007.76056
1507,1997.7888
1515,1886.8688
1519,2656.9001
1528,1896.4031
1529,953.1872
1530,3049.5747
1532,1168.6917
1541,1601.7467
1542,3382.4358
1547,1628.7698
1549,1157.8474
1553,2393.6367
1554,2697.2222
1555,1307.507
1559,1537.1584
1565,1515.7832
1568,1109.5457
1576,3615.273
1579,931.3633
1592,927.8659
1596,2991.9602
1605,992.11865
1607,1528.3129
1612,2083.1418
1617,2718.9329
1619,2274.4458
1620,7737.8228
1624,2361.3916
1627,1357.8074
1633,1855.2715
1636,1283.2035
1639,1114.2692
1640,4430.4077
1644,1073.1438
1646,1479.9219
1647,2509.5432
1654,1301.08
1655,2957.3496
1664,5806.8184
1665,2189.869
1667,5300.7646
1669,1135.444
1678,2039.7424
1682,2214.4202
1689,1114.378
1690,2708.0242
1693,5069.9873
1695,899.33905
1705,2193.3762
1706,2270.6858
1708,1889.2087
1716,1933.2374
1720,7923.488
1722,1573.6597
1749,4122.059
1750,1820.4906
1751,5783.088
1760,2815.16
1763,4579.4126
1770,1533.6661
1777,2076.0378
1785,5248.1704
1791,1212.1675
1794,4064.9387
1800,1262.8594
1816,1292.44
1817,1180.707
1821,3225.395
1836,1391.625
1838,1690.8776
1851,1982.7942
1852,2941.3057
1854,2468.0046
1856,839.23157
1865,763.66284
1872,1087.9066
1878,836.14874
1880,953.4736
1881,1298.4008
1882,1843.6116
1886,832.9293
1892,1544.9713
1894,1996.2148
1898,2388.1575
1899,3062.0247
1902,1194.6749
1903,4105.241
1906,1177.7471
1910,2445.2397
1911,1712.5679
1914,3466.3086
1929,3401.7742
1932,1441.9392
1952,952.57513
1959,1267.069
1960,1488.3269
1976,3918.769
1980,2836.3076
1981,1861.6807
1987,2168.8027
1994,1547.6522
2000,759.78577
2008,2271.2097
2011,2473.4631
2012,5019.147
2019,1696.9727
2022,3562.786
2024,7444.272
2028,911.38525
2030,4076.0645
2031,7363.279
2047,1809.8201
2049,610.9154
2050,1539.6914
2051,4540.96
2056,1789.8162
2057,1075.1044
2059,2241.8835
2069,3697.3552
2085,1713.8317
2089,965.3565
2090,1495.8168
2101,2678.814
2114,2583.262
2115,1298.2528
2118,1215.1873
2119,2327.356
2125,1533.7107
2128,3274.4602
2129,1491.9066
2132,1747.0125
2133,2272.8943
2135,821.7692
2136,1662.9977
2143,1191.0813
2144,1108.2233
2145,2752.6572
2152,2328.6401
2160,3006.757
2166,1646.1543
2169,1027.1093
2170,1711.6056
2172,1646.3019
2181,1810.6505
2183,1688.3042
2185,2673.6392
2188,2349.838
2189,2205.5356
2194,4808.8135
2202,1462.3783
2208,2840.136
2227,1903.0176
2230,5594.9976
2235,2479.7185
2236,1668.3175
2244,7802.7656
2248,1524.3914
2252,1418.7522
2254,1713.8702
2260,4695.8857
2263,1848.7745
2274,1668.5712
2277,1007.015
2279,6306.994
2280,12690.54
2283,2659.8462
2284,768.5634
2288,3616.0037
2292,1888.8367
2295,4879.5366
2296,1209.1282
2299,2568.3757
2315,5057.6875
2318,1440.7501
2329,11125.401
2337,1440.246
2340,1011.4815
2342,1580.6427
2347,2447.4165
2349,4449.848
2354,1341.4592
2361,2752.3594
2370,1536.0345
2378,3476.4292
2382,3874.1594
2387,1319.3596
2389,2022.988
2394,1363.1521
2396,2184.598
2400,2552.4111
2407,2519.1575
2414,1083.7201
2415,1878.2843
2421,2109.7092
2427,1558.7489
2428,2057.674
2430,2638.25
2435,2405.0835
2445,5337.71
2446,1541.914
2447,1305.0261
2449,1779.6558
2451,1791.465
2458,11152.426
2462,9864.316
2463,2773.1409
2467,2214.263
2471,5799.635
2475,2624.0112
2478,3341.9358
2483,4458.208
2485,1066.3322
2487,1112.7614
2494,728.2191
2497,1549.3888
2499,1487.4409
2503,1578.4606
2513,2967.0137
2515,1879.7145
2522,1590.9672
2523,1295.648
2528,2739.313
2532,4825.8765
2536,1130.1444
2538,1563.9172
2539,969.2707
2540,2562.9487
2545,5202.4043
2548,1091.4768
2549,928.2195
2553,2304.0188
2563,1599.9482
2566,2178.63
2574,1362.5952
2575,2451.1362
2584,2693.9792
2588,2436.6384
2589,935.43756
2592,1687.2653
2596,1442.5182
2598,1544.9661
2602,908.2508
2603,1410.8403
2607,2335.221
2609,1545.5033
2611,5539.9697
2627,1583.1393
2628,1929.1948
2630,3215.674
2633,2199.1538
2636,7156.691
2640,964.5684
2641,1232.8802
2657,4826.53
2659,946.2864
2662,1101.5082
2663,1804.4542
2667,2199.1792
2670,922.2067
2682,2238.601
2694,2969.0757
2699,5898.9087
2700,3011.6357
2703,5619.795
2708,1988.1271
2714,900.58093
2725,594.8138
2726,1206.3168
2727,1361.9294
2732,2086.5479
2733,5898.3237
2736,5418.2983
2745,2226.3376
2760,1262.6234
2764,2003.5128
2765,6163.8604
2766,667.39856
2775,2034.8597
2783,1791.7289
2784,1093.7275
2786,2376.4717
2801,1333.3575
2803,1703.3723
2813,5500.229
2815,7139.8047
2816,1785.4196
2818,3245.482
2819,2395.563
2822,1302.173
2825,1744.2847
2826,1483.6573
2830,1590.8959
2834,1332.938
2835,5321.3184
2856,2430.7166
2873,6025.4287
2886,4973.0913
2892,2508.1736
2896,945.04236
2897,1099.4884
2899,2016.266
2901,1093.2947
2909,5421.798
2914,3174.1726
2915,1111.9031
2916,2380.6343
2919,845.8727
2926,2451.3162
2927,1911.9402
2933,1537.7112
2934,3299.4624
2941,1764.0004
2942,1733.6815
2946,2511.8694
2949,1536.7826
2952,1634.3573
2957,9404.413
2962,1889.9738
2963,927.8862
2965,1871.0652
2966,6923.5425
2971,2273.4136
2975,726.5154
2979,1097.848
2985,9093.546
2995,2397.9194
2996,1351.7084
3001,3509.2327
3007,2346.7922
3008,901.6185
3014,3355.4797
3017,12386.814
3021,1380.8387
3025,2404.8816
3026,840.56366
3034,2414.4978
3035,2417.3003
3044,2739.9663
3046,2905.951
3047,5347.3804
3057,3417.6035
3059,5912.3413
3063,3840.9324
3065,1345.7954
3067,2497.0422
3069,1432.8965
3076,3393.709
3086,1200.6881
3088,2136.408
3090,1813.3455
3096,2789.7874
3100,1087.8351
3102,2059.4841
3103,2049.2817
3107,969.85236
3118,995.0699
3120,4225.55
3123,1865.5293
3128,1172.7886
3132,1573.5151
3140,1515.1891
3152,2545.5088
3165,2613.7476
3183,1533.9185
3190,983.66406
3197,1848.5101
3201,1374.2924
3203,1793.3331
3214,2471.454
3219,2019.8286
3220,1369.1844
3221,3828.648
3229,1697.7083
3234,1133.7479
3235,3273.6357
3240,1688.5258
3241,1487.9154
3249,2035.641
3254,870.5299
3264,3586.6252
3266,1858.5991
3270,904.99725
3282,1804.1609
3285,1556.8197
3289,1293.3536
3291,1550.1619
3295,2014.0646
3299,831.92914
3302,1461.0825
3303,6221.263
3308,3291.7874
3309,3438.8547
3324,2201.076
3327,5226.996
3330,4181.7363
3335,1260.7084
3339,1806.4895
3340,2534.324
3343,1524.935
3350,2810.8315
3353,1624.1243
3356,8528.726
3361,3322.9312
3368,981.76996
3376,1459.0725
3381,1160.639
3383,2430.4011
3397,2801.4182
3403,2191.3564
3405,1757.4785
3410,1473.5542
3412,2184.3687
3416,2863.288
3417,1571.0455
3423,2782.8958
3427,5807.748
3435,3282.4927
3439,1188.7499
3441,2276.121
3450,1433.7789
3453,994.72925
3454,1303.4813
3458,8866.128
3459,1581.3112
3467,3559.0264
3469,5111.433
3477,1011.98035
3478,8158.074
3482,875.5654
3484,5173.3823
3506,2379.549
3515,6600.9043
3522,3289.8416
3523,1528.8916
3526,1230.0697
3532,1515.8374
3534,1804.747
3537,1141.5328
3539,984.8525
3542,4880.9136
3545,1367.0507
3552,1565.6514
3554,1320.3301
3573,1875.3821
3576,1258.8414
3577,2834.028
3580,1447.5994
3583,1099.2502
3584,1518.0891
3609,1113.2075
3613,5316.606
3623,2159.7542
3624,3882.5554
3638,7810.256
3642,2214.8784
3643,2498.992
3647,1385.6656
3653,1841.0972
3654,4363.659
3656,1573.1909
3658,840.6113
3659,3816.0315
3663,6314.727
3664,2932.922
3666,841.02313
3681,1414.3706
3689,2684.554
3694,3113.8413
3695,1508.0007
3699,1511.5702
3701,2039.149
3704,3650.1736
3721,1249.4895
3726,3891.4297
3727,2514.253
3729,2522.9238
3731,3990.9832
3738,1353.3685
3740,2427.345
3744,1537.4113
3757,1030.7404
3758,906.3961
3778,1609.0458
3781,3817.0874
3790,6028.211
3796,1379.2554
3798,7077.4297
3804,1183.9431
3813,1120.2588
3814,1159.8711
3815,2575.3083
3818,2173.5144
3823,2713.4878
3826,7089.974
3831,1506.9973
3834,3528.711
3835,2678.654
3849,2341.226
3850,2710.8057
3855,2381.2517
3864,2716.8074
3867,1931.3689
3871,1272.6985
3879,1788.4469
3880,2433.3374
3882,3521.3281
3884,8667.347
3893,1688.2407
3895,1675.6724
3901,2879.882
3903,1021.9952
3913,1497.5353
3921,2001.4045
3929,2404.6865
3947,821.7289
3962,1942.5602
3963,967.0715
3966,1670.1831
3975,1707.5988
3976,6521.8926
3977,2876.857
3978,1203.2753
3979,957.39624
3983,1802.9235
3985,839.11676
3989,9012.2705
3992,1883.8248
3995,2135.547
4008,2237.821
4013,1746.8344
4029,1901.0342
4035,2998.1013
4040,2171.453
4048,884.91656
4060,2164.0632
4066,1252.007
4075,890.0582
4079,2455.8228
4083,1162.6462
4091,1789.345
4092,6299.1978
4093,3063.5464
4098,2767.6123
4108,1340.045
4109,883.41565
4110,3241.0095
4116,2217.0806
4129,1768.9961
4130,4145.314
4140,2021.3795
4146,1755.1251
4150,3831.1277
4151,7111.943
4153,1397.8433
4169,5894.6855
4170,2108.5286
4179,1578.4193
4183,4181.003
4188,3207.2427
4190,1475.929
4193,1558.3715
4201,7466.2207
4205,1286.255
4210,2447.4854
4226,2073.51
4229,1839.2965
4241,2993.5957
4242,1285.7477
4257,4004.4375
4258,763.13245
4260,2468.8442
4263,5414.434
4267,850.9473
4273,2486.19
4274,1911.3313
4277,1167.694
4281,1503.0138
4283,4731.674
4293,2634.2173
4294,1565.3318
4305,3618.5188
4307,3133.0156
4318,1490.054
4325,2195.3445
4327,4687.894
4332,2694.398
4335,4032.1436
4336,4061.5906
4337,771.62335
4339,4302.7686
4343,1398.4713
4346,935.9761
4348,1705.4846
4350,4001.1238
4358,2207.639
4359,1988.9512
4363,1752.719
4366,4835.763
4374,1002.1223
4375,2138.9653
4377,1110.6434
4393,3291.9788
4395,2390.9912
4400,997.7657
4402,7057.8354
4404,7301.3735
4415,2389.4138
4418,2040.0021
4422,1468.7439
4430,1314.4934
4432,1894.0939
4433,1221.0398
4435,5339.4766
4438,1851.6217
4444,1899.5951
4447,2114.489
4451,5151.1885
4452,1933.8007
4457,1305.7488
4459,3728.91
4469,1456.3352
4471,8484.164
4486,1176.2346
4488,2396.094
4510,1263.9655
4515,956.34314
4527,4706.57
4530,1034.586
4534,834.7301
4535,3853.9138
4536,1303.1376
4548,3136.8933
4549,1601.674
4551,5801.809
4556,2565.8772
4559,769.6956
4564,1443.991
4570,3925.1128
4575,7003.592
4584,3210.0027
4585,2747.7473
4591,1894.3748
4592,2658.0444
4593,1825.6593
4594,1209.9171
4598,1257.2554
4607,2516.2117
4608,991.572
4620,2158.2683
4621,3261.119
4625,3119.4412
4635,3043.5664
4638,4951.356
4652,2572.3503
4657,2398.912
4658,1830.3157
4666,5594.3896
4672,1308.6953
4676,2890.2495
4680,1147.4388
4681,5543.342
4683,3113.1794
4684,1166.547
4689,2782.3357
4690,2717.2388
4692,1931.4287
4697,1797.0979
4700,1803.7745
4705,13865.6045
4721,1899.3469
4726,1866.9708
4729,926.75995
4731,4910.889
4736,2157.7446
4739,1689.8499
4740,1759.5629
4753,1242.1848
4754,2469.181
4755,5129.6084
4756,958.01086
4759,1760.8203
4764,1327.3679
4771,2595.051
4772,1855.0088
4776,843.8544
4780,2602.4763
4784,1535.016
4786,1405.9377
4787,3265.7998
4789,1105.1973
4794,1929.4542
4800,1815.7456
4807,2873.9985
4813,7758.5566
4818,2197.9001
4823,10897.613
4824,1954.9366
4829,2407.0957
4830,944.4823
4835,2430.5205
4844,1703.9442
4845,1795.6718
4846,2504.703
4847,859.4849
4854,2184.6594
4857,3301.5242
4861,924.081
4863,1238.5934
4866,2821.3752
4869,3786.4219
4871,1325.2954
4872,2034.0275
4875,2734.9397
4877,8782.939
4878,961.9498
4885,1764.462
4886,1483.023
4888,3940.7078
4890,1186.7115
4896,1166.4624
4899,2348.5464
4913,753.8684
4916,1937.0464
4920,4078.9768
4925,2627.245
4934,2013.4807
4941,2630.453
4946,1487.9183
4954,2755.0564
4956,1268.6058
4958,4446.4336
4965,1284.4585
4966,1224.5092
4970,2677.5315
4977,1914.5421
4980,2548.233
4984,1812.4049
4995,964.79474
4997,2711.3318
4999,2159.302
5005,3645.2717
5011,1570.072
5015,2364.3762
5016,2522.5461
5019,2580.8254
5024,2018.0273
5030,1939.2682
5031,1618.2097
5034,2081.547
5047,9894.777
5048,2242.4312
5052,1282.7545
5061,1953.4568
5062,12089.286
5067,3390.4612
5068,4316.3022
5077,1442.2301
5079,1748.0256
5090,2877.8164
5094,2022.1239
5103,1966.0453
5104,896.883
5106,1983.6802
5107,2219.2744
5110,1203.9175
5114,1815.4392
5116,4412.4956
5121,5960.702
5122,2757.4219
5124,1063.564
5132,3509.3867
5133,1806.4293
5138,1870.1731
5143,2233.3733
5153,1583.298
5154,1891.6362
5155,912.1461
5160,1680.8427
5169,4038.4243
5172,3464.871
5173,3049.8425
5179,947.4576
5182,2839.2073
5187,1105.7218
5192,3112.1047
5211,1302.5791
5213,3305.686
5219,976.8728
5225,2754.704
5226,1116.2549
5227,4782.2656
5228,1850.4529
5239,3281.4783
5241,1488.1709
5244,2070.0881
5248,3837.6516
5260,1269.5105
5266,1102.8383
5273,1898.5383
5280,7728.707
5298,3866.8435
5300,1100.5883
5306,3477.0823
5307,1214.2495
5311,4542.4717
5316,1185.5045
5323,797.3354
5332,1742.3395
5336,1515.494
5338,1142.2722
5342,2746.5789
5347,1307.3512
5355,4049.361
5357,1935.5128
5362,1420.7616
5363,1186.1605
5364,944.03656
5366,1978.7498
5374,4933.2046
5375,750.8814
5379,2581.9983
5380,2343.7837
5383,820.6747
5385,1484.055
5390,1905.3339
5393,4136.3105
5398,1927.297
5411,2579.9163
5414,893.52356
5429,1471.5085
5432,10615.132
5436,1273.2206
5437,4691.351
5439,1114.5562
5440,2922.9553
5449,1481.0881
5458,1270.5787
5460,908.55145
5462,1198.7253
5463,2239.9036
5465,2384.1445
5467,3207.209
5475,2555.217
5483,1919.8053
5485,1302.6307
5489,1491.3462
5493,2741.4746
5497,829.4265
5501,1457.123
5506,1366.2913
5507,1459.131
5510,2921.0422
5524,4643.3467
5531,1278.1454
5542,3910.7686
5543,1488.5449
5544,3986.038
5552,1652.9327
5560,2555.8591
5563,3886.2485
5573,2480.978
5579,1009.37744
5584,3156.9832
5585,8358.334
5594,1506.85
5595,1838.4286
5597,1765.5444
5598,1410.872
5604,1619.8958
5606,1463.4352
5610,1009.2739
5615,4626.916
5631,1294.1117
5637,1469.956
5646,1558.7504
5656,2976.1274
5658,10119.248
5666,1540.8351
5668,2340.8833
5673,1441.9742
5680,1261.906
5691,2466.5483
5692,6933.7246
5693,2144.939
5697,3098.34
5698,1712.6031
5700,1951.8954
5704,2058.049
5705,1702.5652
5707,955.58093
5710,935.91626
5716,908.2989
5720,1577.5433
5722,2236.5374
5727,1936.6124
5733,1367.8513
5737,2261.128
5742,3585.1345
5747,914.6213
5760,2656.8457
5774,1509.521
5788,5306.08
5796,1759.9391
5797,1389.2349
5800,2444.0032
5812,1542.1184
5814,947.4138
5818,1166.5353
5819,3660.5024
5823,4036.2373
5826,2416.8003
5830,1614.053
5831,1503.3505
5846,2588.49
5864,2111.406
5869,717.9938
5870,3683.8118
5879,1507.1503
5883,8563.624
5886,1268.3221
5889,4634.118
5904,2199.9993
5905,1027.5203
5910,2911.4473
5911,2079.2764
5914,1689.7314
5915,1644.9355
5920,1129.9565
5925,1780.019
5926,1724.9368
5934,2614.3633
5939,2933.4233
5941,970.78284
5943,1002.0067
5949,3397.932
5961,1716.561
5965,4708.5586
5966,2475.4204
5969,763.20306
5970,2385.201
5978,3052.345
5979,2414.9238
5983,1410.8557
5985,6088.274
5989,1094.8708
5997,1434.6494
6004,2092.2415
6010,3860.3584
6013,1468.8721
6019,1559.3838
6020,1280.7491
6032,1149.0973
6036,4601.1963
6037,5129.775
6039,1582.006
6050,1786.6016
6051,1464.2971
6053,4136.4443
6057,1726.4525
6059,1227.8494
6067,4587.3506
6068,1416.5681
6075,1502.0099
6078,845.92834
6079,4376.8926
6080,3496.9084
6082,4387.265
6084,1307.6584
6091,3153.339
6092,1375.982
6093,5066.667
6096,1745.1226
6102,1735.2804
6105,1591.2146
6116,1532.1224
6122,884.97437
6126,990.75
6131,3676.154
6140,4863.749
6141,1101.5402
6146,922.77185
6147,2412.0466
6157,2820.9233
6162,1828.6119
6163,2325.3816
6165,2014.5968
6170,6162.267
6208,1893.4012
6216,3775.8853
6218,1562.8265
6223,2651.0789
6224,2054.2078
6227,1750.3329
6240,9757.645
6241,1700.7704
6246,1261.7428
6248,4448.995
6249,1191.4323
6255,1696.1143
6261,3173.416
6262,8095.2515
6269,1573.834
6271,2397.1558
6278,2625.393
6284,1614.3717
6285,1432.4901
6287,1102.8625
6288,2092.2546
6291,2243.417
6296,967.15076
6297,2981.3306
6304,1691.5378
6309,2972.9346
6310,952.60187
6311,2653.7437
6316,1174.3717
6319,1506.49
6332,9070.42
6335,6236.7197
6336,1262.1351
6341,1079.618
6359,1253.9343
6369,1824.0748
6375,789.5646
6378,3383.4294
6380,3005.5044
6385,10087.337
6387,8197.858
6391,2839.528
6392,682.22217
6393,2434.6199
6400,805.0959
6411,2615.9868
6415,2156.392
6416,2244.7622
6419,2997.369
6421,1294.1216
6432,2273.5112
6438,1552.1107
6444,955.19775
6445,1532.1406
6446,1292.8528
6448,7272.644
6452,1321.4556
6459,1893.1648
6470,3667.3823
6475,912.88885
6484,2398.8972
6492,2611.4255
6502,1569.4364
6505,1197.396
6506,1967.2101
6513,2043.962
6514,3158.9343
6524,5217.255
6525,768.67084
6528,1586.8783
6529,7637.652
6531,1881.6094
6538,1750.2334
6541,3197.8267
6546,2934.5032
6553,798.5677
6563,766.41266
6567,1918.6676
6586,5615.316
6588,2493.355
6589,4464.9434
6591,3229.4365
6596,1257.3765
6607,1721.1549
6613,9478.228
6615,1893.7905
6625,1247.8301
6629,3331.33
6630,2612.4702
6632,1426.2516
6640,878.78656
6645,3082.0374
6648,2034.6017
6656,1682.4473
6658,2609.1997
6661,1719.0068
6663,1940.9613
6665,3293.0178
6673,1718.5405
6676,1743.6702
6681,1234.4355
6683,1600.1335
6684,882.0965
6695,1221.7999
6697,1678.2599
6700,2861.987
6702,1104.3186
6703,1319.7542
6704,3573.0447
6712,4480.341
6716,3881.645
6723,1228.9283
6733,3889.5635
6734,1995.2928
6739,3393.6802
6743,702.82477
6746,1706.1956
6756,1296.6566
6758,1573.1534
6765,990.73065
6772,2150.3657
6776,3457.2397
6777,1724.8519
6784,2894.2449
6785,1306.7748
6788,1653.6224
6790,1792.092
6792,1119.8926
6797,1313.2869
6802,2377.7515
6806,946.7712
6808,1058.8933
6809,3105.6445
6810,1816.9843
6814,1284.6826
6815,2458.3757
6819,937.6231
6824,2793.7598
6830,1854.3721
6835,4468.4272
6838,1661.3887
6845,5585.891
6846,1120.8483
6847,3205.7014
6848,6103.1914
6849,3376.4248
6864,9044.73
6869,1476.7292
6870,1704.931
6876,1469.809
6878,2209.754
6890,8166.474
6892,3894.5
6899,1216.722
6906,1245.6838
6908,1367.2306
6912,2406.2432
6913,1004.411
6925,1229.8546
6932,1773.4607
6935,1398.3379
6939,1457.5337
6946,2333.8572
6950,963.2773
6963,1137.3145
6972,5073.286
6974,883.28424
6978,2619.1072
6979,714.7057
6985,2559.6853
6989,4052.6414
7005,928.32385
7007,1728.6637
7009,4729.779
7015,793.2046
7036,3421.9182
7047,3008.739
7049,996.3086
7054,3283.726
7056,6560.619
7058,933.655
7061,1287.9789
7064,1138.7755
7066,1577.8602
7069,791.33417
7085,1426.857
7086,6725.359
7096,1255.7653
7103,10622.119
7122,1784.8661
7125,3767.86
7126,959.2886
7130,1266.7368
7134,6336.584
7135,972.4466
7140,3622.348
7145,1179.3218
7148,2409.743
7151,5732.0723
7156,4687.7783
7157,1369.6168
7161,2107.7214
7163,2055.7952
7168,1152.7341
7170,6501.939
7174,820.16034
7175,8518.223
7199,658.826
7200,4839.565
7203,2363.3586
7209,1670.2174
7210,12205.188
7215,1245.644
7240,3653.0706
7241,1723.4297
7248,1966.439
7253,4468.2275
7260,2627.6648
7262,1592.2135
7264,3518.6697
7265,2647.8384
7267,6262.4077
7268,5532.261
7269,2310.913
7270,2097.786
7271,837.6248
7274,4564.336
7289,765.2354
7292,2798.7676
7293,2729.503
7294,654.8149
7296,4998.663
7298,1274.0599
7299,1641.6147
7304,5088.0884
7305,1475.4174
7308,2302.76
7309,2131.791
7310,1486.9847
7311,2466.4226
7312,1954.9591
7317,1377.3732
7319,7721.4424
7320,3140.5361
7329,5057.9624
7330,4565.977
7331,3546.6494
7336,1045.0952
7353,2854.1997
7358,3324.6936
7363,3551.364
7365,4521.893
7366,1112.896
7374,3380.4526
7377,1539.3545
7378,3273.0613
7382,2167.0588
7388,2541.2446
7398,2671.0383
7400,1973.4269
7411,1730.4309
7426,2452.6597
7434,6406.8584
7436,759.4218
7442,1101.3784
7443,1609.5753
7464,1936.7711
7470,2613.5454
7476,942.6605
7478,1091.0637
7479,1483.874
7480,2191.813
7487,1789.9535
7495,2684.8396
7498,1418.0996
7507,5469.9575
7525,5224.9336
7527,1310.1808
7528,1344.4388
7533,961.8801
7535,3755.2937
7536,671.6193
7537,2953.767
7544,1387.507
7552,1998.4415
7553,2416.111
7554,1973.6979
7555,1549.768
7556,5923.3525
7560,2062.6685
7564,3186.0369
7570,1336.8884
7571,1115.6781
7573,1120.1943
7574,1579.0161
7575,1187.1825
7592,1134.2318
7595,3404.9355
7596,1637.0115
7601,2837.587
7608,1676.067
7610,1110.553
7613,2059.4155
7623,2681.169
7630,1128.0691
7638,1049.0457
7643,756.3724
7647,3155.8691
7671,963.2988
7672,1752.892
7676,1841.0498
7682,906.59625
7689,3129.0144
7691,1560.3678
7695,3214.2732
7705,2432.269
7707,4736.5312
7709,1810.4545
7710,9743.036
7714,2644.5059
7716,4442.945
7717,2117.7544
7718,2067.0786
7719,1806.3912
7720,1245.1274
7723,1802.1755
